,age_ratings,aggregated_rating,aggregated_rating_count,artworks,category,dlcs,expansions,first_release_date,franchise,franchises,game_modes,genres,hypes,id,keywords,multiplayer_modes,name,popularity,pulse_count,rating,rating_count,release_dates,similar_games,slug,storyline,summary,tags,themes,time_to_beat,total_rating,total_rating_count,url
89,0,78.8571428571429,10.0,0,0,0,0,1569542400.0,0.0,0,0,[14],6.0,114287,"[26, 27]",0,FIFA 20,124.0339636783835,247.0,56.4081586910232,6.0,"[170915, 170916, 170917]","[701, 2484, 15851, 18681, 57738, 100359, 103377, 106814, 114286, 119422]",fifa-20,0,"Powered by Frostbite™, EA SPORTS™ FIFA 20 for PC brings two sides of The World’s Game to life - the prestige of the professional stage and an all-new, authentic street football experience in EA SPORTS VOLTA. FIFA 20 innovates across the game, FOOTBALL INTELLIGENCE unlocks an unprecedented platform for gameplay realism, FIFA Ultimate Team™ offers more ways to build your dream squad and EA SPORTS VOLTA returns the game to the street with an authentic form of small-sided football.","[32, 268435470, 536870938, 536870939]",[32],0.0,67.63265077408305,16.0,https://www.igdb.com/games/fifa-20
90,0,0.0,0.0,0,0,0,0,1354320000.0,0.0,0,[1],"[2, 31, 32]",0.0,11270,"[117, 129, 221, 343, 544, 558, 594, 714, 926, 962, 966, 1019, 1027, 1068, 1098, 1120, 1186, 1308, 1310, 1313, 1494, 1523, 1599, 1697, 1735, 1737, 1761, 1783, 1800, 1836, 1898, 1935, 1960, 1961, 2337, 2440, 2493, 2513, 2537, 2561, 2604, 2966, 2977, 3102, 3203, 3749, 3794, 3901, 3922, 3961, 4145, 4147, 4186, 4187, 4198, 4202, 4219, 4239, 4258, 4298, 4304, 4316, 4329, 4338, 4363, 4374, 4375, 4403, 4410, 4414, 4418, 4420, 4428, 4432, 4446, 4450, 4492, 4508, 4524, 4525, 4542, 4571, 4573, 4577, 4581, 4582, 4583, 4589, 4590, 4591, 4593, 4594, 4595, 4596, 4598, 4599, 4611, 4612, 4613, 4617, 4619, 4622, 4624, 4625, 4626, 4628, 4629, 4633, 4634, 4637, 4652, 4660, 4727, 4737, 4763, 4783, 4788, 4829, 4830, 4831, 4833, 4846, 4850, 4880, 4896, 4907, 4910, 4968, 5039, 5117, 5119, 5120, 5153, 5161, 5171, 5172, 5185, 5186, 5197, 5216, 5267, 5268, 5272, 5276, 5362, 5367, 5375, 5378, 5382, 5392, 5410, 5411, 5414, 5420, 5421, 5422, 5426, 5427, 5446, 5465, 5501, 5512, 5520, 5546, 5549, 5550, 5564, 5581, 5647, 5672, 5675, 5677, 5713, 5736, 5753, 5799, 5968, 6258, 6261, 6263, 6264, 6378, 6394, 6412, 6421, 6429, 6461, 6462, 6475, 6478, 6621, 6631, 6675, 6724, 6850, 6895, 7120, 7293, 7301, 7406, 7516, 7579, 7672, 8183, 8320, 9094, 9468, 9653, 9654, 9655]",0,The Cat Lady,123.1435215428058,2.0,99.10542499496489,39.0,"[34706, 34707, 34708]","[533, 1882, 1906, 2939, 2993, 3188, 8072, 9727, 11118, 12482]",the-cat-lady,0,"Susan Ashworth, known in her neighbourhood as the crazy Cat Lady, is a lonely 40- year old on the verge of suicide. She has no family, no friends and no hope for a better future.One day she discovers that five strangers will come along and change everything.But those five, ""The Parasites"", are also the most ruthless, deranged and cold-blooded bunch of psychopaths the city has ever known. They will stop at nothing to hurt Susan. Unless, she hurts them first... 
 
Susan's few weeks journey doesn't take her across the world and won't turn her into a hero. She has little faith in others and hardly even cares about herself. She can't fight and has never fired a gun in her life. But she's hanging onto that thin thread of hope, that in the end, as promised, there's an elusive reward waiting for her. Something worth trying for. Something that'll help her find an unlikely friend. Something that'll give her life a purpose. Susan's journey takes her on a roller-coaster ride between the world of the living and the world of the dead, where the only way to survive is to overcome her biggest weakness: her own self.","[19, 268435458, 268435487, 268435488, 536871029, 536871041, 536871133, 536871255, 536871456, 536871470, 536871506, 536871626, 536871838, 536871874, 536871878, 536871931, 536871939, 536871980, 536872010, 536872032, 536872098, 536872220, 536872222, 536872225, 536872406, 536872435, 536872511, 536872609, 536872647, 536872649, 536872673, 536872695, 536872712, 536872748, 536872810, 536872847, 536872872, 536872873, 536873249, 536873352, 536873405, 536873425, 536873449, 536873473, 536873516, 536873878, 536873889, 536874014, 536874115, 536874661, 536874706, 536874813, 536874834, 536874873, 536875057, 536875059, 536875098, 536875099, 536875110, 536875114, 536875131, 536875151, 536875170, 536875210, 536875216, 536875228, 536875241, 536875250, 536875275, 536875286, 536875287, 536875315, 536875322, 536875326, 536875330, 536875332, 536875340, 536875344, 536875358, 536875362, 536875404, 536875420, 536875436, 536875437, 536875454, 536875483, 536875485, 536875489, 536875493, 536875494, 536875495, 536875501, 536875502, 536875503, 536875505, 536875506, 536875507, 536875508, 536875510, 536875511, 536875523, 536875524, 536875525, 536875529, 536875531, 536875534, 536875536, 536875537, 536875538, 536875540, 536875541, 536875545, 536875546, 536875549, 536875564, 536875572, 536875639, 536875649, 536875675, 536875695, 536875700, 536875741, 536875742, 536875743, 536875745, 536875758, 536875762, 536875792, 536875808, 536875819, 536875822, 536875880, 536875951, 536876029, 536876031, 536876032, 536876065, 536876073, 536876083, 536876084, 536876097, 536876098, 536876109, 536876128, 536876179, 536876180, 536876184, 536876188, 536876274, 536876279, 536876287, 536876290, 536876294, 536876304, 536876322, 536876323, 536876326, 536876332, 536876333, 536876334, 536876338, 536876339, 536876358, 536876377, 536876413, 536876424, 536876432, 536876458, 536876461, 536876462, 536876476, 536876493, 536876559, 536876584, 536876587, 536876589, 536876625, 536876648, 536876665, 536876711, 536876880, 536877170, 536877173, 536877175, 536877176, 536877290, 536877306, 536877324, 536877333, 536877341, 536877373, 536877374, 536877387, 536877390, 536877533, 536877543, 536877587, 536877636, 536877762, 536877807, 536878032, 536878205, 536878213, 536878318, 536878428, 536878491, 536878584, 536879095, 536879232, 536880006, 536880380, 536880565, 536880566, 536880567]",[19],11270.0,99.10542499496489,39.0,https://www.igdb.com/games/the-cat-lady
91,0,0.0,0.0,0,0,0,0,1543536000.0,0.0,0,"[1, 2, 3]","[4, 5, 8, 32]",38.0,10039,"[1500, 3673]",[9417],Superfighters Deluxe,121.3604044399911,0.0,96.1352510660598,76.0,[161503],"[28070, 32902, 43367, 76263, 89597, 102868, 105269, 111130, 113895, 116681]",superfighters-deluxe,0,"Superfighters Deluxe is a multiplayer 2D action game where little flat-headed men fight to the death in small and highly destructible arenas. Surviving each round takes skill, strategy and luck.","[1, 268435460, 268435461, 268435464, 268435488, 536872412, 536874585]",[1],0.0,96.1352510660598,76.0,https://www.igdb.com/games/superfighters-deluxe
92,[22680],80.0,4.0,0,0,0,0,1532390400.0,0.0,0,[1],"[8, 9, 31, 32]",0.0,55173,"[117, 2049, 2875, 4134, 4224, 4253]",0,Semblance,120.4573913767705,14.0,80.0,4.0,"[155088, 155089, 155090]","[19150, 20329, 20342, 24426, 28070, 55190, 56033, 77529, 89597, 116681]",semblance,0,"Semblance is an innovative platformer with deformable terrain, set in a beautiful minimalist world. It’s a game that asks, what if you could deform and reshape the world itself? Semblance takes the idea of a ‘platform’ in a platformer and turns it on its head.","[1, 268435464, 268435465, 268435487, 268435488, 536871029, 536872961, 536873787, 536875046, 536875136, 536875165]",[1],0.0,80.0,8.0,https://www.igdb.com/games/semblance
93,0,0.0,0.0,0,0,0,0,1423008000.0,0.0,0,"[1, 2, 3]","[4, 12, 13, 31, 32]",0.0,17548,"[107, 296, 1027, 1148]",0,Savage Lands,119.5659183067946,0.0,50.0,3.0,"[177636, 177637, 177638]","[25311, 26145, 28309, 29348, 35371, 35994, 37419, 80916, 81680, 96217]",savage-lands,0,"A New Land, A New Life: Savage Lands is a gritty, brutal, first-person open-world fantasy survival experience in which players have only one goal: Stay Alive. Explore a world where days and nights are spent slaughtering vicious creatures, gathering scarce resources, building shelter and crafting powerful weapons needed to survive. Every decision counts, because one mistake can lead to an unfortunate encounter with death's cold embrace.","[1, 268435460, 268435468, 268435469, 268435487, 268435488, 536871019, 536871208, 536871939, 536872060]",[1],0.0,50.0,3.0,https://www.igdb.com/games/savage-lands
94,0,0.0,0.0,0,0,0,0,1490572800.0,0.0,0,[1],"[12, 13, 31, 32]",0.0,29348,"[296, 1026, 1148]",0,Weapon Shop Fantasy,118.8477431893747,1.0,80.0,0.0,"[84956, 84957, 84958, 172635]","[17548, 25311, 26145, 28309, 30245, 35994, 36198, 43165, 80916, 81680]",weapon-shop-fantasy,0,"A shop game with RPG? Or is it RPG with a shop? Collect materials, Craft weapons, Train your staff and defeat your enemy! This is Weapon Shop Fantasy!","[268435468, 268435469, 268435487, 268435488, 536871208, 536871938, 536872060]",0,0.0,80.0,0.0,https://www.igdb.com/games/weapon-shop-fantasy
95,"[25543, 26213]",83.6428571428571,16.0,"[6911, 6912, 6913, 6914]",0,0,"[122312, 122313]",1566864000.0,0.0,0,[1],"[5, 31]",63.0,103329,"[1105, 1401]",0,Control,117.3483909586581,402.0,86.7304162637835,57.0,"[166814, 166815, 166816]","[26950, 55038, 76877, 103292, 103298, 103301, 105049, 105269, 107318, 111130]",control,0,"After a secretive agency in New York is invaded by an otherworldly threat, you become the new Director struggling to regain Control. From developer Remedy Entertainment, this supernatural 3rd person action-adventure will challenge you to master the combination of supernatural abilities, modifiable loadouts and reactive environments while fighting through a deep and unpredictable world. 
 
Control is Jesse Faden’s story and her personal search for answers as she grows into the role of the Director. The world of Control has its own story, as do the allies Jesse meets along the way. Jesse works with other Bureau agents and discovers strange experiments and secrets.","[1, 268435461, 268435487, 536872017, 536872313]",[1],0.0,85.18663670332029,72.0,https://www.igdb.com/games/control
96,0,0.0,0.0,0,0,0,0,1396396800.0,0.0,0,[1],"[13, 15, 32]",0.0,17111,"[117, 970, 994, 1148, 1158, 4134, 4138, 23930]",0,Imagine Earth,117.3229110224142,0.0,60.0,0.0,[45598],"[9789, 13200, 17130, 17519, 29173, 31515, 33153, 34823, 55590, 55689]",imagine-earth,0,Imagine Earth is a real-time simulation game. Whole planets become your playground and keep the excitement going with strategy and puzzle element. Build up huge civilizations and deal with the self-inflicted climate change. It all depends on your individual development plans and growth management abilities.,"[18, 41, 268435469, 268435471, 268435488, 536871029, 536871882, 536871906, 536872060, 536872070, 536875046, 536875050, 536894842]","[18, 41]",0.0,60.0,0.0,https://www.igdb.com/games/imagine-earth
97,0,0.0,0.0,0,0,0,0,0.0,456.0,[456],[1],"[12, 31]",89.0,81249,0,0,The Elder Scrolls VI,115.5642342947266,144.0,0.0,0.0,[170924],"[37382, 55199, 96217, 101608, 103303, 105049, 106987, 115653, 116530, 119171]",the-elder-scrolls-vi,0,0,"[1, 17, 38, 268435468, 268435487]","[1, 17, 38]",0.0,0.0,0.0,https://www.igdb.com/games/the-elder-scrolls-vi
98,0,0.0,1.0,[7382],0,0,0,1567036800.0,60.0,[60],0,[15],4.0,119156,0,0,Pokémon Masters,114.8955714486485,124.0,53.0,2.0,"[173302, 173303]","[13196, 19404, 25877, 36258, 56967, 79134, 99118, 113201, 119171, 120184]",pokemon-masters,0,"Pokémon Masters takes place on the island of Pasio, where the rules of battle are different and the treasured bond between Trainer and Pokémon is taken to the next level with sync pairs—the combination of a Trainer and their partner Pokémon. For the very first time in a Pokémon game, Trainers and their partner Pokémon from every Pokémon region will come together to form sync pairs. Players can team up with duos such as Korrina & Lucario, Brendan & Treecko, Clair & Kingdra, and many more. With all sorts of Trainers on Pasio, there are sure to be some exciting and unexpected encounters in this new story.","[17, 35, 268435471]","[17, 35]",0.0,26.5,3.0,https://www.igdb.com/games/pokemon-masters
99,"[7825, 7826]",0.0,0.0,0,0,0,0,1072396800.0,0.0,0,[1],"[13, 31]",0.0,15830,"[78, 94, 846, 847, 1027, 1120, 1313, 1836, 2045, 4560, 4850, 4855, 5719, 6070, 6210, 7296, 7564, 9328, 9801, 10336]",0,Saya no Uta,113.1134878394732,2.0,94.0443433301852,25.0,"[43486, 178657, 178658]","[9648, 17906, 22425, 22482, 22490, 58814, 59048, 59173, 59218, 68049]",saya-no-uta,0,"A horror visual Novel about Fuminori Sakisaka, a medicine student who suffered an accident that let his perception of the world distored: Everything and everyone is percived as a twisted mass of intenstines, flesh and blood. 
 
Everything, except Saya.","[19, 42, 268435469, 268435487, 536870990, 536871006, 536871758, 536871759, 536871939, 536872032, 536872225, 536872748, 536872957, 536875472, 536875762, 536875767, 536876631, 536876982, 536877122, 536878208, 536878476, 536880240, 536880713, 536881248]","[19, 42]",0.0,94.0443433301852,25.0,https://www.igdb.com/games/saya-no-uta
100,[23335],70.0,9.0,0,0,0,0,1532995200.0,0.0,0,[1],"[8, 12, 31, 32]",21.0,3222,"[78, 117, 126, 163, 227, 288, 296, 301, 382, 416, 426, 477, 478, 486, 1026, 1059, 1705, 1735, 2049, 2425, 2493, 4134, 4154, 4161, 4163, 4768, 4796, 4871, 4882, 4957, 5315, 5316, 5320, 5327, 5379, 6511, 7479]",0,Chasm,112.6677085637696,29.0,67.12,7.0,"[155505, 155506, 156129, 159620, 160904, 160905, 160906]","[18182, 18869, 19150, 22387, 23733, 26226, 34021, 36198, 55190, 56033]",chasm,"When a small mining community falls silent, a young soldier named Daltyn is sent to investigate. Upon arriving in the remote mountain town of Karthas, he discovers that paranormal forces have sealed the town off from the outside world. Now trapped, he's left with no option but to explore the mines below the town and uncover the source of the disturbances. Six huge procedurally-generated areas await, each lovingly crafted in a retro pixel art style. Help Daltyn gain new abilities and equipment, evade dangerous traps, and defeat hordes of deadly enemies in order to save Karthas - and possibly the world!","Chasm is a procedurally-generated RPG Platformer for PC (Win, Mac, & Linux), Playstation 4, and Nintendo Switch. Taking equal inspiration from hack 'n slash dungeon crawlers and Metroidvania-style platformers, it will immerse you in a procedurally-generated fantasy world full of exciting treasure, deadly enemies, and abundant secrets.","[1, 17, 268435464, 268435468, 268435487, 268435488, 536870990, 536871029, 536871038, 536871075, 536871139, 536871200, 536871208, 536871213, 536871294, 536871328, 536871338, 536871389, 536871390, 536871398, 536871938, 536871971, 536872617, 536872647, 536872961, 536873337, 536873405, 536875046, 536875066, 536875073, 536875075, 536875680, 536875708, 536875783, 536875794, 536875869, 536876227, 536876228, 536876232, 536876239, 536876291, 536877423, 536878391]","[1, 17]",0.0,68.56,16.0,https://www.igdb.com/games/chasm
101,0,0.0,0.0,"[4991, 7628, 7629, 7630]",0,0,0,1593475200.0,0.0,0,"[1, 3]","[12, 31]",106.0,102584,"[5, 390, 16811]",0,Dying Light 2,112.4448189259177,182.0,0.0,0.0,"[170911, 170912, 170913]","[10032, 13210, 18225, 26574, 44076, 81249, 96217, 105049, 106987, 115653]",dying-light-2,"It’s been 15 years since humanity lost to the virus. 
 
The last great human settlement exists within an unforgiving, infected world, plunged into a modern dark age. During the day, bandits, factions and starving survivors roam the streets scavenging for scraps - or someone to take them from, by violence if necessary. At night the infected roam free, evacuating their dark hideouts to prey on the living. 
 
You are Aiden Caldwell, an infected survivor. Your exceptional agility and brutal combat skills make you a powerful ally and a valuable commodity in this dangerous world. You can achieve things no one else can. Enter places no one else dares. With your unique abilities you have the power to be an agent of change within this decaying metropolis.","The last great human settlement exists within an unforgiving, infected world. Exceptional agility and combat skills make you a powerful ally and a valuable commodity. With your unique abilities you have the power to be an agent of change within this decaying metropolis. Use it wisely.","[1, 19, 21, 38, 268435468, 268435487, 536870917, 536871302, 536887723]","[1, 19, 21, 38]",0.0,0.0,0.0,https://www.igdb.com/games/dying-light-2
102,[25545],65.0,12.0,[8217],0,0,0,1566864000.0,0.0,0,[1],"[12, 31, 32]",15.0,10032,"[606, 1370, 2008]",0,Ancestors: The Humankind Odyssey,112.2219292880659,108.0,59.60992948163469,5.0,"[174801, 174802, 174845, 174846]","[25311, 26145, 26574, 37419, 80916, 81680, 96217, 105049, 106987, 111130]",ancestors-the-humankind-odyssey,0,"Ancestors: The Humankind Odyssey is a third-person open world survival game where you explore, expand and evolve to advance your clan to the next generation. You relive the early story of mankind, but humanity is only one idea away from evolution or extinction.","[1, 21, 268435468, 268435487, 268435488, 536871518, 536872282, 536872920]","[1, 21]",0.0,62.30496474081735,17.0,https://www.igdb.com/games/ancestors-the-humankind-odyssey
103,0,70.0,1.0,0,0,0,0,1551398400.0,0.0,0,[1],"[13, 15, 32]",2.0,102163,[1370],0,Dawn of Man,111.9990396502141,13.0,70.0210735093591,9.0,"[162642, 167933]","[18623, 23345, 31515, 36553, 51577, 55036, 55888, 65827, 79134, 109339]",dawn-of-man,0,"Command a settlement of ancient humans, guide them through the ages in their struggle for survival. Hunt, gather, craft tools, fight, research new techs and face the challenges the environment will throw at you.","[22, 268435469, 268435471, 268435488, 536872282]",[22],0.0,70.01053675467955,10.0,https://www.igdb.com/games/dawn-of-man
104,0,0.0,0.0,0,0,0,0,1104451200.0,0.0,0,[1],[13],0.0,19809,"[847, 1484, 1961, 1991, 2470, 3586]",0,Artificial Girl 1,111.6592486879895,0.0,0.0,0.0,[53066],"[19075, 19785, 22426, 22471, 22472, 22482, 28465, 43130, 67166, 68049]",artificial-girl-1,0,"Also known as Virtual Girl, it is the first in the Artificial Girl series.","[42, 268435469, 536871759, 536872396, 536872873, 536872903, 536873382, 536874498]",[42],0.0,0.0,0.0,https://www.igdb.com/games/artificial-girl-1
105,0,0.0,0.0,0,0,0,0,0.0,0.0,0,"[1, 2, 3]","[12, 31, 32]",4.0,10776,"[296, 377, 510, 1026, 1033, 1403]",[4163],Rising World,108.2099158067329,0.0,80.0,0.0,"[32995, 32996, 32997, 32998]","[9243, 17379, 25300, 26574, 28309, 30245, 36198, 47823, 55199, 80916]",rising-world,0,"Rising World is an open-world sandbox game with randomly generated, fully destructible environments.

Starting with the most basic of tools, collect resources to survive in the wildness. Evolve your world to create one of the biggest cities of all time or a gigantic castle, or simply let your imagination run riot! If being creative is all too much, just connect with your friends and get them to help.

Rising World is a procedurally generated world, with fully textures landscapes, over 200 different building materials, loads of tools and many other items to help you create OR destroy your world without any restrictions.","[1, 21, 33, 38, 268435468, 268435487, 268435488, 536871208, 536871289, 536871422, 536871938, 536871945, 536872315]","[1, 21, 33, 38]",0.0,80.0,0.0,https://www.igdb.com/games/rising-world
106,"[21049, 21050]",91.3,13.0,0,0,[122556],0,1516838400.0,0.0,0,[1],"[8, 31, 32]",2.0,26226,"[117, 296, 744, 905, 1705, 2049, 3415, 4134, 4154, 4281]",0,Celeste,108.2089429878668,130.0,89.5383744678128,236.0,"[134893, 134894, 134895, 134896, 134897, 147905, 147906, 148537, 148538, 149138]","[18869, 19150, 22387, 23733, 24426, 28070, 36198, 55173, 55190, 56033]",celeste,0,A single-player platformer about climbing a mountain. Battle your inner demons and climb through more than 250 devious stages to reach the summit. It won't be easy.,"[1, 17, 268435464, 268435487, 268435488, 536871029, 536871208, 536871656, 536871817, 536872617, 536872961, 536874327, 536875046, 536875066, 536875193]","[1, 17]",26226.0,90.4191872339064,249.0,https://www.igdb.com/games/celeste
107,0,0.0,0.0,0,0,0,0,0.0,43.0,[43],"[1, 2, 3]","[12, 15, 31]",18.0,119171,0,0,Baldur's Gate III,107.0954676174737,70.0,0.0,0.0,"[170322, 174726]","[25311, 55199, 81249, 96217, 101608, 103303, 105049, 106987, 115278, 116530]",baldurs-gate-iii,0,"An ancient evil has returned to Baldur's Gate, intent on devouring it from the inside out. The fate of Faerun lies in your hands. Alone, you may resist. But together, you can overcome.","[1, 17, 268435468, 268435471, 268435487]","[1, 17]",0.0,0.0,0.0,https://www.igdb.com/games/baldurs-gate-iii
108,[23119],0.0,0.0,0,0,0,0,1378944000.0,0.0,0,[1],"[12, 15, 24, 31]",0.0,9938,"[96, 147, 227, 296, 301, 594, 872, 1026, 1068, 1158, 1320, 1494, 2066, 2154, 2862, 3782, 3794, 3918, 4004, 4134, 4150, 4284, 4353, 4363, 4369, 4390, 4392, 4404, 4543, 4573, 4619, 4628, 4848, 4880, 5117, 5120, 5361, 5365, 5650, 5792, 6057, 6074, 6497, 7053, 8158, 8242]",0,Aarklash: Legacy,106.64968834177,0.0,72.6030455971504,6.0,[52236],"[660, 2365, 5652, 9278, 10297, 10388, 11646, 14394, 22387, 27092]",aarklash-legacy,"Welcome to Aarklash, a land of chaos where incessant battles between the forces of Light, Destiny and Darkness have lasted since the beginning of time. At the heart of this conflict, a group of mercenaries, wrongly accused of crimes against the Lion of Alahan, is being hunted down. Convinced that they are in the right, and intent on fighting their enemies to the bitter end, they will set forth on an epic adventure where they will discover dark secrets. A path strewn with obstacles and many unfriendly characters awaits them. Go into battle and fight for your life! Your actions will determine the destiny of Aarklash…

Inspired by the Confrontation figurines universe, Aarklash: Legacy is a tactical adventure game. The player will find himself at the heart of the intrigue, controlling a group of 4 characters and leading them into battle across the lands of Alahan, Acheron, and the Behemoth. Final victory for the mercenaries is gained by the use of a wide range of powers which are enhanced through looting items and managed via skills trees which can be reset at will. Interaction between the heroes is also important and real bonds will be created between them as the game progress. Both fun and action await you in Aarklash: Legacy!",In Aarklash: Legacy take command of a mercenary squad in search of truth and guide it through countless battles.,"[1, 17, 268435468, 268435471, 268435480, 268435487, 536871008, 536871059, 536871139, 536871208, 536871213, 536871506, 536871784, 536871938, 536871980, 536872070, 536872232, 536872406, 536872978, 536873066, 536873774, 536874694, 536874706, 536874830, 536874916, 536875046, 536875062, 536875196, 536875265, 536875275, 536875281, 536875302, 536875304, 536875316, 536875455, 536875485, 536875531, 536875540, 536875760, 536875792, 536876029, 536876032, 536876273, 536876277, 536876562, 536876704, 536876969, 536876986, 536877409, 536877965, 536879070, 536879154]","[1, 17]",9938.0,72.6030455971504,6.0,https://www.igdb.com/games/aarklash-legacy
109,0,0.0,0.0,0,0,0,0,1313452800.0,0.0,0,"[1, 2]",0,0.0,46745,0,[1015],Minecraft: Pocket Edition,106.4267987039182,4.0,70.293365099651,13.0,"[169382, 169383]","[2655, 47200, 47811, 49557, 50307, 51281, 82090, 98279, 113360, 117717]",minecraft-pocket-edition,0,"Minecraft is a sandbox video game originally created by Swedish programmer Markus ""Notch"" Persson and later developed and published by Mojang. The creative and building aspects of Minecraft enable players to build constructions out of textured cubes in a 3D procedurally generated world. Other activities in the game include exploration, resource gathering, crafting, and combat. Multiple gameplay modes are available, including survival mode where the player must acquire resources to build the world and maintain health, a creative mode where players have unlimited resources to build with and the ability to fly, an adventure mode where players play custom maps created by other players and a spectator mode. The PC version of the game is renowned for its third-party mods, which add various new items, characters, and quests to the game. 
 
The alpha version was publicly released for PC on May 17, 2009, and after gradual updates, the full version was released on November 18, 2011. A version for Android was released a month earlier on October 7, and an iOS version was released on November 17, 2011. The game was released on the Xbox 360 as an Xbox Live Arcade game on May 9, 2012; on the PlayStation 3 on December 17, 2013; on the PlayStation 4 on September 4, 2014; on the Xbox One the next day; on the PlayStation Vita on October 14, 2014; and is scheduled for release on the Wii U on December 17, 2015. On December 10, 2014, a Windows Phone version was released.[12] All versions of Minecraft receive periodic updates, with the console editions being co-developed by 4J Studios. 
 
Minecraft received five awards during the 2011 Game Developers Conference. Of the Game Developers Choice Awards, it won the Innovation Award, Best Downloadable Game Award, and Best Debut Game Award; from the Independent Games Festival, it won the Audience Award and the Seumas McNally Grand Prize. In 2012, Minecraft was awarded a Golden Joystick Award in the category Best Downloadable Game. As of June 2015, over 70 million copies had been sold, including 20 million between the Xbox 360 and Xbox One and 20 million on PC,[13] making it the best-selling PC game to date and the third best-selling video game of all time. On September 15, 2014, Microsoft announced a deal to buy Mojang and the ownership of the Minecraft intellectual property for US$2.5 billion; the acquisition was completed on November 6, 2014.[14][15][16][17]",[33],[33],0.0,70.293365099651,13.0,https://www.igdb.com/games/minecraft-pocket-edition
110,"[21036, 21037]",68.0,10.0,"[1069, 1070, 1071, 1072, 1073, 1074, 1075, 1076, 1077, 1078]",0,0,0,1518652800.0,0.0,0,"[1, 2, 3]","[12, 31]",4.0,55092,"[296, 521, 939, 1026, 1033, 4134, 4154]",0,Secret of Mana,105.5352401525108,87.0,67.7736647754866,8.0,"[110449, 110450, 110451, 147890]","[22387, 23733, 28168, 28309, 30245, 36198, 47823, 55038, 55199, 80916]",secret-of-mana--1,0,"""The memorable adventure of Randi, Primm and Popoi is reborn as ""Secret of Mana""! 
Embark on an action-packed, worldwide adventure in this 3D remake.""","[1, 17, 268435468, 268435487, 536871208, 536871433, 536871851, 536871938, 536871945, 536875046, 536875066]","[1, 17]",0.0,67.8868323877433,18.0,https://www.igdb.com/games/secret-of-mana--1
111,[4033],83.0,1.0,0,0,0,"[7031, 51206]",1069977600.0,0.0,0,"[1, 2]","[11, 12, 15]",0.0,7027,"[226, 296, 1026, 1107, 1471, 2910, 3782, 4284, 4541, 4543, 4698, 4767, 4823, 5657, 6667, 12123]",0,Spellforce: The Order of Dawn,105.312350514659,0.0,77.39521997771439,20.0,[17556],"[660, 7615, 9058, 10297, 19404, 26574, 27092, 28182, 30229, 55199]",spellforce-the-order-of-dawn,0,"In a world beyond imagination...

In their immeasurable greed and constant thirst for power, the thirteen most powerful Mages of all time doomed the land, hurling it into an endless spiral of chaos and despair. Entire countries were wiped out in the blink of an eye when the devastating power of the Elements was unleashed – Elements summoned by dark rituals. Continents shattered like glass, the pieces strewn about like leaves in the wind. Huge armies, bound by the the power of ancient runes, brought war and destruction to the lands that survived the initial onslaught. All that was left were a few islands, connected by magic portals. 

Now, only a few years after the end of the Convocation, evil is back – stronger and more powerful than ever before – to finish what was started. 

Yet there is still hope. The prophecies tell of a human. A human damned to immortality, bound forever by the power of the blood runes… 

Soon, the time will come when the power of one may change the destiny of many. For better or for worse... 


Summary of the most important features:

Innovative game design: The unique mixture of RTS and RPG elements offers a brand new game experience.
High degree of identification with the hero-avatar, whose skills and strengths can be improved by the player
Click’n’Fight: This revolutionary control system guarantees instant action, the best possible overview and completely new tactical possibilities in battle
6 races – Humans, Dwarves, Elves, Dark Elves, Orcs and Trolls – that can be used simultaneously (!) to build settlements and fight battles
More than 30 different enemy races, from cowardly goblins to powerful demons and dragons
A multitude of spells, divided into different categories of magic (white, black, elemental, etc.)
Persistant game world with continuous, gripping storyline and myriad sub-quests
Awe-inspiring 3D graphics with zoom levels from isometric to 1st-Person-views","[17, 268435467, 268435468, 268435471, 536871138, 536871208, 536871938, 536872019, 536872383, 536873822, 536874694, 536875196, 536875453, 536875455, 536875610, 536875679, 536875735, 536876569, 536877579, 536883035]",[17],0.0,80.1976099888572,21.0,https://www.igdb.com/games/spellforce-the-order-of-dawn
112,0,0.0,0.0,0,0,0,0,1577750400.0,0.0,0,[1],"[12, 15, 16, 24]",11.0,13196,0,0,Tears of Avia,105.0794809196862,1.0,0.0,0.0,"[173496, 173497, 173498]","[7615, 19404, 26268, 27747, 82373, 99118, 102057, 112191, 119171, 119598]",tears-of-avia,0,"Tears of Avia is a turn-based tactical RPG. Play with up to 5 classes and hundreds of skills, finding the best synergy with your party and their skill loadout will mean the difference between success and failure. Run a balanced party or roll nothing but warriors, the choice is yours. With some skills being weapon bound rather than class bound, there are endless possibilities for you to experiment from.","[17, 268435468, 268435471, 268435472, 268435480]",[17],0.0,0.0,0.0,https://www.igdb.com/games/tears-of-avia
