dlcs,expansions,id,keywords,release_dates,similar_games,tags
0,0,51945,"[117, 1027, 1148, 2416, 3782, 4134, 4329, 4368]",[100373],"[17130, 17548, 19376, 25311, 26145, 26574, 29173, 35371, 35994, 55590]","[1, 268435469, 268435471, 268435487, 268435488, 536871029, 536871939, 536872060, 536873328, 536874694, 536875046, 536875241, 536875280]"
0,0,34155,"[151, 900, 1026]","[79212, 117459]","[28309, 30245, 32195, 35994, 55038, 55199, 78632, 96217, 105049, 106987]","[1, 22, 268435468, 268435487, 536871063, 536871812, 536871938]"
0,[78531],3700,"[151, 504, 3782, 4134, 4345, 5436, 6120, 6767, 9382, 12123, 13083]",[8405],"[9058, 11582, 18623, 23345, 28794, 30229, 36553, 55036, 78550, 79134]","[22, 41, 268435467, 268435469, 268435471, 536871063, 536871416, 536874694, 536875046, 536875257, 536876348, 536877032, 536877679, 536880294, 536883035, 536883995]"
0,0,8773,"[970, 1058, 1471]","[26190, 118958]","[9789, 11666, 13200, 16806, 17130, 24620, 25311, 34823, 55029, 78550]","[18, 39, 268435467, 268435469, 268435471, 268435487, 536871882, 536871970, 536872383]"
0,0,19561,"[5, 57, 69, 129, 534, 1027, 1033, 1459, 2438, 2452, 4131, 4224, 4883, 4907, 6737, 6916]",[160154],"[10776, 13210, 17379, 18225, 19164, 19541, 26574, 28168, 37016, 102584]","[1, 19, 21, 33, 38, 268435461, 268435487, 536870917, 536870969, 536870981, 536871041, 536871446, 536871939, 536871945, 536872371, 536873350, 536873364, 536875043, 536875136, 536875795, 536875819, 536877649, 536877828]"
0,0,105011,0,[170574],"[25311, 28277, 37419, 76263, 81680, 87975, 96217, 103295, 111130, 113360]","[1, 268435466, 268435469, 268435487, 268435488]"
0,0,10297,"[226, 227, 296, 415, 504, 994, 1026, 1158, 1494, 1735, 1923, 3292, 3535, 3782, 4272, 4543, 4878, 5374, 11340]",[68401],"[2365, 7027, 7615, 9278, 10388, 14394, 19404, 27092, 28182, 40477]","[17, 41, 268435468, 268435471, 268435488, 536871138, 536871139, 536871208, 536871327, 536871416, 536871906, 536871938, 536872070, 536872406, 536872647, 536872835, 536874204, 536874447, 536874694, 536875184, 536875455, 536875790, 536876286, 536882252]"
0,0,22470,"[343, 847, 1148, 1484]",[55076],"[19809, 22406, 22425, 22469, 22471, 22472, 22482, 22483, 22485, 68049]","[42, 268435469, 536871255, 536871759, 536872060, 536872396]"
0,0,34823,"[970, 1148, 3782]","[80185, 80186, 80187]","[9789, 13200, 13660, 16806, 17130, 24620, 29173, 31515, 36269, 55590]","[18, 268435469, 268435471, 268435488, 536871882, 536872060, 536874694]"
0,0,119177,[2097],"[170337, 170338, 170339]","[34024, 43367, 102868, 103281, 103292, 103298, 103301, 105049, 106805, 118218]","[1, 39, 268435461, 536873009]"
0,0,119656,"[78, 1113, 3586]",[173090],"[19075, 22472, 28465, 43130, 68049, 103232, 115734, 115737, 115739, 117665]","[42, 268435469, 536870990, 536872025, 536874498]"
0,0,19817,"[481, 1120]",[159272],"[11668, 13189, 18225, 25646, 27266, 37419, 55282, 68271, 96217, 111130]","[1, 19, 268435487, 268435488, 536871393, 536872032]"
0,0,27266,0,[168674],"[18011, 25222, 25646, 55282, 81275, 106992, 107614, 109129, 110503, 111130]","[19, 268435465, 268435487, 268435488]"
0,0,11646,"[69, 117, 147, 226, 296, 416, 453, 577, 594, 617, 970, 1025, 1026, 1158, 1186, 1293, 1494, 1513, 4004, 4134, 4135, 4138, 4148, 4150, 4151, 4161, 4171, 4177, 4178, 4330, 4363, 4418, 4620, 4628, 4694, 4880, 4892, 5000, 5374, 7416, 7461]","[32234, 32235, 32236, 32237, 32239, 68001, 68002, 68003, 68004, 107052, 134383, 134384]","[3227, 7350, 9278, 9938, 22387, 26855, 28168, 33153, 36198, 55038]","[1, 17, 18, 268435461, 268435468, 268435488, 536870981, 536871029, 536871059, 536871138, 536871208, 536871328, 536871365, 536871489, 536871506, 536871529, 536871882, 536871937, 536871938, 536872070, 536872098, 536872205, 536872406, 536872425, 536874916, 536875046, 536875047, 536875050, 536875060, 536875062, 536875063, 536875073, 536875083, 536875089, 536875090, 536875242, 536875275, 536875330, 536875532, 536875540, 536875606, 536875792, 536875804, 536875912, 536876286, 536878328, 536878373]"
0,0,18869,"[117, 296, 1033, 4134, 4154, 4251, 4466, 4768, 4871, 4882, 5124]","[112254, 137009, 162200, 164309]","[19150, 22387, 23733, 26226, 36198, 47823, 55092, 55190, 56033, 80916]","[1, 17, 268435487, 268435488, 536871029, 536871208, 536871945, 536875046, 536875066, 536875163, 536875378, 536875680, 536875783, 536875794, 536876036]"
0,0,19560,"[296, 332, 367, 926, 2414, 3222, 4169, 4221, 4224, 4392, 4419, 4508, 4548, 4622, 4883, 7650, 12087, 12157, 12556, 14051, 14052, 14096, 16809]",[136684],"[19564, 19565, 22387, 25076, 28168, 36926, 47823, 55199, 96217, 106987]","[1, 17, 268435468, 268435487, 536871208, 536871244, 536871279, 536871838, 536873326, 536874134, 536875081, 536875133, 536875136, 536875304, 536875331, 536875420, 536875460, 536875534, 536875795, 536878562, 536882999, 536883069, 536883468, 536884963, 536884964, 536885008, 536887721]"
0,0,27725,0,"[129119, 150342]","[236, 18011, 25222, 26223, 27266, 51528, 106992, 107614, 109129, 121763]","[43, 268435458, 268435465, 268435487]"
0,0,10388,"[117, 151, 226, 227, 296, 426, 1026, 1027, 1158, 1737, 2154, 3782, 3794, 4004, 4134, 4248, 4392, 4460, 4468, 4852, 4878, 4957, 5374, 5632, 5792, 8849]",[38092],"[2365, 9278, 9938, 10297, 14394, 19150, 19404, 22387, 28309, 36198]","[22, 268435468, 268435471, 268435472, 268435487, 268435488, 536871029, 536871063, 536871138, 536871139, 536871208, 536871338, 536871938, 536871939, 536872070, 536872649, 536873066, 536874694, 536874706, 536874916, 536875046, 536875160, 536875304, 536875372, 536875380, 536875764, 536875790, 536875869, 536876286, 536876544, 536876704, 536879761]"
0,0,75900,"[1961, 2619, 3586]",[128619],"[22426, 27301, 28465, 41895, 43130, 75797, 103232, 115735, 115737, 115740]","[42, 268435487, 536872873, 536873531, 536874498]"
0,0,9727,"[67, 69, 129, 197, 339, 403, 594, 714, 966, 970, 1019, 1027, 1098, 1120, 1152, 1158, 1289, 1299, 1454, 1507, 1697, 1726, 1735, 1761, 1803, 1834, 1836, 1961, 2337, 2440, 2450, 2513, 2604, 3061, 3102, 3203, 3794, 3901, 4004, 4138, 4146, 4150, 4161, 4169, 4183, 4186, 4189, 4195, 4198, 4200, 4201, 4202, 4203, 4213, 4270, 4275, 4287, 4304, 4305, 4307, 4317, 4320, 4326, 4330, 4336, 4338, 4359, 4363, 4368, 4374, 4376, 4414, 4416, 4418, 4420, 4428, 4432, 4440, 4482, 4508, 4509, 4552, 4568, 4576, 4577, 4579, 4580, 4581, 4583, 4585, 4586, 4588, 4589, 4590, 4592, 4593, 4594, 4598, 4599, 4601, 4612, 4613, 4615, 4617, 4619, 4620, 4623, 4625, 4626, 4631, 4632, 4633, 4634, 4635, 4637, 4639, 4662, 4711, 4727, 4737, 4763, 4764, 4779, 4788, 4829, 4830, 4850, 4892, 4895, 4896, 4920, 4982, 4999, 5011, 5039, 5096, 5097, 5102, 5111, 5116, 5156, 5158, 5161, 5166, 5176, 5184, 5185, 5186, 5216, 5217, 5222, 5256, 5257, 5260, 5267, 5271, 5273, 5274, 5276, 5284, 5359, 5375, 5382, 5409, 5412, 5419, 5420, 5421, 5426, 5427, 5430, 5479, 5522, 5534, 5544, 5554, 5562, 5607, 5608, 5616, 5617, 5622, 5624, 5634, 5647, 5662, 5705, 5714, 5733, 5742, 5753, 5756, 5768, 5771, 5781, 5812, 5815, 5845, 5932, 5950, 5963, 5982, 6119, 6131, 6135, 6258, 6261, 6264, 6356, 6416, 6421, 6429, 6432, 6459, 6473, 6475, 6478, 6620, 6621, 6623, 6632, 6675, 6735, 6759, 6838, 6863, 7045, 7099, 7120, 7149, 7151, 7155, 7215, 7316, 7603, 7631, 7668, 7672, 7696, 8115, 8155, 8296, 8993, 9032, 9048, 9049, 9150, 9291, 9488, 9489, 9490, 9491]","[105651, 105652, 128980, 128981, 128982, 128983, 128984, 128985, 128986]","[1882, 1906, 1910, 2939, 3042, 3188, 9498, 9730, 11270, 19531]","[1, 18, 19, 268435487, 268435488, 536870979, 536870981, 536871041, 536871109, 536871251, 536871315, 536871506, 536871626, 536871878, 536871882, 536871931, 536871939, 536872010, 536872032, 536872064, 536872070, 536872201, 536872211, 536872366, 536872419, 536872609, 536872638, 536872647, 536872673, 536872715, 536872746, 536872748, 536872873, 536873249, 536873352, 536873362, 536873425, 536873516, 536873973, 536874014, 536874115, 536874706, 536874813, 536874916, 536875050, 536875058, 536875062, 536875073, 536875081, 536875095, 536875098, 536875101, 536875107, 536875110, 536875112, 536875113, 536875114, 536875115, 536875125, 536875182, 536875187, 536875199, 536875216, 536875217, 536875219, 536875229, 536875232, 536875238, 536875242, 536875248, 536875250, 536875271, 536875275, 536875280, 536875286, 536875288, 536875326, 536875328, 536875330, 536875332, 536875340, 536875344, 536875352, 536875394, 536875420, 536875421, 536875464, 536875480, 536875488, 536875489, 536875491, 536875492, 536875493, 536875495, 536875497, 536875498, 536875500, 536875501, 536875502, 536875504, 536875505, 536875506, 536875510, 536875511, 536875513, 536875524, 536875525, 536875527, 536875529, 536875531, 536875532, 536875535, 536875537, 536875538, 536875543, 536875544, 536875545, 536875546, 536875547, 536875549, 536875551, 536875574, 536875623, 536875639, 536875649, 536875675, 536875676, 536875691, 536875700, 536875741, 536875742, 536875762, 536875804, 536875807, 536875808, 536875832, 536875894, 536875911, 536875923, 536875951, 536876008, 536876009, 536876014, 536876023, 536876028, 536876068, 536876070, 536876073, 536876078, 536876088, 536876096, 536876097, 536876098, 536876128, 536876129, 536876134, 536876168, 536876169, 536876172, 536876179, 536876183, 536876185, 536876186, 536876188, 536876196, 536876271, 536876287, 536876294, 536876321, 536876324, 536876331, 536876332, 536876333, 536876338, 536876339, 536876342, 536876391, 536876434, 536876446, 536876456, 536876466, 536876474, 536876519, 536876520, 536876528, 536876529, 536876534, 536876536, 536876546, 536876559, 536876574, 536876617, 536876626, 536876645, 536876654, 536876665, 536876668, 536876680, 536876683, 536876693, 536876724, 536876727, 536876757, 536876844, 536876862, 536876875, 536876894, 536877031, 536877043, 536877047, 536877170, 536877173, 536877176, 536877268, 536877328, 536877333, 536877341, 536877344, 536877371, 536877385, 536877387, 536877390, 536877532, 536877533, 536877535, 536877544, 536877587, 536877647, 536877671, 536877750, 536877775, 536877957, 536878011, 536878032, 536878061, 536878063, 536878067, 536878127, 536878228, 536878515, 536878543, 536878580, 536878584, 536878608, 536879027, 536879067, 536879208, 536879905, 536879944, 536879960, 536879961, 536880062, 536880203, 536880400, 536880401, 536880402, 536880403]"
0,0,22486,"[78, 166, 296, 343, 847, 1148, 1370, 1484, 1495, 1714, 1961, 2049, 2875, 4178, 4272, 4287, 4316, 4359, 4360, 4369, 4560, 4644, 4920, 4983, 5284, 5394, 5634, 5705, 6034, 6474, 6482, 6513, 6631, 6929, 6995, 7074, 7412, 8900, 8961]",[55092],"[19785, 19808, 22421, 22422, 22423, 22425, 22469, 22472, 67166, 68049]","[42, 268435464, 268435465, 268435469, 536870990, 536871078, 536871208, 536871255, 536871759, 536872060, 536872282, 536872396, 536872407, 536872626, 536872873, 536872961, 536873787, 536875090, 536875184, 536875199, 536875228, 536875271, 536875272, 536875281, 536875472, 536875556, 536875832, 536875895, 536876196, 536876306, 536876546, 536876617, 536876946, 536877386, 536877394, 536877425, 536877543, 536877841, 536877907, 536877986, 536878324, 536879812, 536879873]"
0,0,55689,"[994, 1148, 1270]",[111768],"[17130, 17519, 18623, 29173, 31515, 32457, 35463, 36269, 36346, 55590]","[268435469, 268435471, 268435488, 536871906, 536872060, 536872182]"
0,0,30245,"[296, 1026, 1033]",[71849],"[10776, 28309, 29348, 35994, 36198, 47823, 55092, 55199, 80916, 96217]","[1, 268435468, 268435487, 268435488, 536871208, 536871938, 536871945]"
0,0,25076,"[7, 9, 623, 1033, 1128, 2071, 2621, 2937, 3433, 4357, 6716, 12087, 12157, 12556, 14051, 14052, 14096, 23379]","[137262, 137263, 137264, 137265, 137266, 147060, 177006, 179286]","[17379, 19560, 19564, 26192, 28168, 28309, 55038, 80916, 81249, 105049]","[1, 38, 268435461, 268435468, 268435487, 536870919, 536870921, 536871535, 536871945, 536872040, 536872983, 536873533, 536873849, 536874345, 536875269, 536877628, 536882999, 536883069, 536883468, 536884963, 536884964, 536885008, 536894291]"
0,0,4755,"[14, 668, 977, 982, 1228, 1459, 2387, 3540, 3549, 3934, 4134, 4142, 4187, 4266, 4297, 4428, 4635, 4673, 4681, 4805, 4806, 4824, 4870, 4907, 5285, 5851, 6711, 9448, 9449, 9672, 19642, 22791, 22792]","[16514, 16515, 16516, 16518, 16519, 106100, 106101, 134210, 144090, 147500, 151061, 151062]","[501, 1376, 4225, 4379, 5181, 5503, 6285, 19565, 26950, 36198]","[1, 268435460, 268435481, 268435487, 536870926, 536871580, 536871889, 536871894, 536872140, 536872371, 536873299, 536874452, 536874461, 536874846, 536875046, 536875054, 536875099, 536875178, 536875209, 536875340, 536875547, 536875585, 536875593, 536875717, 536875718, 536875736, 536875782, 536875819, 536876197, 536876763, 536877623, 536880360, 536880361, 536880584, 536890554, 536893703, 536893704]"
0,0,35371,"[151, 296, 994, 1027, 1033, 1148]","[131125, 131126]","[17548, 18623, 25311, 28309, 29173, 31515, 35994, 36553, 55590, 80916]","[1, 22, 268435469, 268435471, 268435487, 268435488, 536871063, 536871208, 536871906, 536871939, 536871945, 536872060]"
0,0,103292,0,"[170795, 170796]","[76877, 103281, 103298, 103301, 103329, 105049, 105269, 107318, 111130, 113111]","[1, 268435461, 268435487]"
0,0,5647,"[2, 19, 129, 132, 257, 453, 466, 594, 795, 872, 1025, 1107, 1158, 1293, 1373, 1507, 1800, 1821, 2141, 2242, 2337, 2966, 3794, 3831, 3901, 3922, 4004, 4134, 4161, 4169, 4183, 4225, 4245, 4280, 4287, 4317, 4319, 4330, 4359, 4363, 4375, 4428, 4430, 4432, 4446, 4489, 4548, 4552, 4576, 4579, 4580, 4589, 4591, 4594, 4596, 4598, 4611, 4615, 4625, 4628, 4634, 4637, 4660, 4663, 4681, 4711, 4788, 4829, 4857, 4861, 4892, 4896, 4897, 4901, 4910, 4958, 4968, 4977, 5029, 5171, 5186, 5196, 5197, 5267, 5309, 5349, 5364, 5390, 5392, 5422, 5427, 5495, 5532, 5544, 5552, 5634, 5650, 5811, 5888, 5896, 5903, 5941, 5999, 6026, 6075, 6135, 6165, 6254, 6261, 6326, 6327, 6352, 6373, 6374, 6421, 6472, 6477, 6481, 6585, 6589, 6692, 6693, 6737, 6759, 6904, 7016, 7038, 7113, 7134, 7148, 7155, 7382, 7397, 7498, 7503, 7670, 8693, 8694, 8698, 8705, 8721, 8854, 10919]","[28199, 28200, 28201, 28202, 28203, 28204, 28205, 28206, 28208, 28209, 28210, 102862, 102863]","[533, 564, 621, 960, 1377, 2031, 2033, 3042, 3188, 11270]","[1, 23, 39, 268435461, 536870914, 536870931, 536871041, 536871044, 536871169, 536871365, 536871378, 536871506, 536871707, 536871784, 536871937, 536872019, 536872070, 536872205, 536872285, 536872419, 536872712, 536872733, 536873053, 536873154, 536873249, 536873878, 536874706, 536874743, 536874813, 536874834, 536874916, 536875046, 536875073, 536875081, 536875095, 536875137, 536875157, 536875192, 536875199, 536875229, 536875231, 536875242, 536875271, 536875275, 536875287, 536875340, 536875342, 536875344, 536875358, 536875401, 536875460, 536875464, 536875488, 536875491, 536875492, 536875501, 536875503, 536875506, 536875508, 536875510, 536875523, 536875527, 536875537, 536875540, 536875546, 536875549, 536875572, 536875575, 536875593, 536875623, 536875700, 536875741, 536875769, 536875773, 536875804, 536875808, 536875809, 536875813, 536875822, 536875870, 536875880, 536875889, 536875941, 536876083, 536876098, 536876108, 536876109, 536876179, 536876221, 536876261, 536876276, 536876302, 536876304, 536876334, 536876339, 536876407, 536876444, 536876456, 536876464, 536876546, 536876562, 536876723, 536876800, 536876808, 536876815, 536876853, 536876911, 536876938, 536876987, 536877047, 536877077, 536877166, 536877173, 536877238, 536877239, 536877264, 536877285, 536877286, 536877333, 536877384, 536877389, 536877393, 536877497, 536877501, 536877604, 536877605, 536877649, 536877671, 536877816, 536877928, 536877950, 536878025, 536878046, 536878060, 536878067, 536878294, 536878309, 536878410, 536878415, 536878582, 536879605, 536879606, 536879610, 536879617, 536879633, 536879766, 536881831]"
0,0,51577,0,"[169037, 169038, 169039]","[31515, 33603, 36258, 36962, 55888, 65827, 79134, 102163, 107992, 109339]","[268435469, 268435471, 268435488]"
0,0,28277,0,"[68473, 159925]","[37419, 65827, 81275, 81680, 87975, 105011, 106992, 108778, 111130, 119304]","[268435469, 268435487, 268435488]"
0,0,11169,"[69, 296, 901, 939, 1026, 2365, 4131, 4220, 5343, 10213]",[170874],"[27092, 28168, 28309, 35994, 36198, 55038, 55092, 55199, 96217, 106987]","[1, 17, 268435468, 268435487, 536870981, 536871208, 536871813, 536871851, 536871938, 536873277, 536875043, 536875132, 536876255, 536881125]"
0,0,119422,[26],"[171268, 171269, 171270]","[14733, 18681, 100359, 106814, 109606, 114287, 116349, 116350, 116352, 116353]","[268435470, 536870938]"
0,0,76263,0,[173100],"[32902, 37419, 43367, 81680, 103298, 103301, 105011, 105269, 111130, 113895]","[1, 268435461, 268435469, 268435488]"
0,0,26223,"[296, 1425, 2875]","[61849, 61850, 61851]","[11367, 24426, 25222, 27266, 27725, 51528, 55190, 56033, 106992, 109129]","[43, 268435465, 268435487, 268435488, 536871208, 536872337, 536873787]"
0,0,12328,"[94, 226, 847, 1313, 1961, 3586, 3825, 5142]","[35222, 35223, 35224, 35225, 35226]","[17906, 22426, 22472, 22490, 27301, 43130, 59048, 59218, 75797, 75900]","[17, 42, 268435487, 536871006, 536871138, 536871759, 536872225, 536872873, 536874498, 536874737, 536876054]"
"[121753, 121756]",0,37016,"[69, 208, 453, 4224, 4357, 4895, 4907, 12087, 12618]","[162137, 162138, 162139, 179304]","[13210, 17379, 19561, 19564, 26192, 28168, 36646, 76877, 102584, 105049]","[1, 19, 21, 268435461, 268435487, 536870981, 536871120, 536871365, 536875136, 536875269, 536875807, 536875819, 536882999, 536883530]"
0,0,57372,"[78, 900]","[173033, 173034]","[16391, 19567, 26900, 28010, 59427, 79255, 103303, 105049, 106987, 115278]","[1, 268435468, 536870990, 536871812]"
0,0,1006,"[103, 106, 129, 301, 453, 558, 966, 970, 1293, 1333, 1423, 1440, 2543, 3486, 3831, 3833, 4134, 4135, 4161, 4169, 4245, 4287, 4330, 4352, 4359, 4402, 4484, 4493, 4520, 4544, 4578, 4581, 4585, 4612, 4613, 4614, 4615, 4623, 4698, 4699, 4711, 4730, 4890, 4892, 4910, 4992, 5000, 5022, 5029, 5156, 5345, 5349, 5444, 5479, 5534, 5609, 5641, 5675, 5691, 5783, 5850, 5909, 6036, 6076, 6235, 6278, 6305, 6585, 6620, 6621, 6692, 6735, 6863, 6870, 7038, 7040, 7051, 7092, 7221, 7434, 8313, 8854, 9045, 9378, 9821, 9851, 10036]","[2827, 2828, 2829, 106010, 106011]","[430, 494, 514, 547, 564, 569, 571, 2031, 7020, 7351]","[1, 18, 268435461, 536871015, 536871018, 536871041, 536871213, 536871365, 536871470, 536871878, 536871882, 536872205, 536872245, 536872335, 536872352, 536873455, 536874398, 536874743, 536874745, 536875046, 536875047, 536875073, 536875081, 536875157, 536875199, 536875242, 536875264, 536875271, 536875314, 536875396, 536875405, 536875432, 536875456, 536875490, 536875493, 536875497, 536875524, 536875525, 536875526, 536875527, 536875535, 536875610, 536875611, 536875623, 536875642, 536875802, 536875804, 536875822, 536875904, 536875912, 536875934, 536875941, 536876068, 536876257, 536876261, 536876356, 536876391, 536876446, 536876521, 536876553, 536876587, 536876603, 536876695, 536876762, 536876821, 536876948, 536876988, 536877147, 536877190, 536877217, 536877497, 536877532, 536877533, 536877604, 536877647, 536877775, 536877782, 536877950, 536877952, 536877963, 536878004, 536878133, 536878346, 536879225, 536879766, 536879957, 536880290, 536880733, 536880763, 536880948]"
0,0,59427,"[296, 900]",0,"[16391, 17350, 19698, 23651, 26900, 35450, 54775, 64061, 65209, 68393]","[268435468, 536871208, 536871812]"
0,0,20776,"[227, 392, 623, 994, 1027, 1107, 1148, 1158, 1471, 2154, 2910, 3782, 4155, 4345, 4384, 4392, 4460, 4552, 5464, 5483, 6019, 9382, 9530, 11586, 12123, 13600]",0,"[662, 848, 2040, 3700, 7027, 9058, 9789, 10388, 28325, 35371]","[17, 22, 268435467, 268435469, 268435471, 268435487, 536871139, 536871304, 536871535, 536871906, 536871939, 536872019, 536872060, 536872070, 536872383, 536873066, 536873822, 536874694, 536875067, 536875257, 536875296, 536875304, 536875372, 536875464, 536876376, 536876395, 536876931, 536880294, 536880442, 536882498, 536883035, 536884512]"
0,0,89597,"[203, 2049]","[167462, 167463]","[19150, 20342, 24426, 28070, 37419, 55173, 55190, 96217, 111130, 116681]","[1, 268435464, 268435487, 268435488, 536871115, 536872961]"
0,0,30229,"[2, 151, 503, 526, 1107, 1471, 3782, 3783]","[164196, 164197]","[6985, 9058, 9856, 23345, 28794, 36553, 55029, 55036, 77334, 78550]","[22, 39, 268435467, 268435471, 536870914, 536871063, 536871415, 536871438, 536872019, 536872383, 536874694, 536874695]"
0,0,25300,"[970, 1026, 1033, 4133]","[59934, 59935, 59936, 59937, 118707]","[10776, 18290, 25311, 26574, 28309, 30245, 36198, 55038, 80916, 96217]","[1, 18, 21, 38, 268435468, 268435487, 268435488, 536871882, 536871938, 536871945, 536875045]"
0,0,31480,"[19, 1471, 3782, 4225]",[74767],"[9789, 10243, 11666, 23345, 29173, 36269, 36553, 55590, 65827, 78550]","[268435467, 268435469, 268435471, 268435488, 536870931, 536872383, 536874694, 536875137]"
0,0,15536,"[1, 339, 453, 464, 558, 1026, 4259, 4446, 4660, 4712, 4895, 4907, 5775, 6589, 6829]",[180064],"[7843, 8422, 9243, 10964, 17379, 22387, 26574, 28751, 55038, 105049]","[1, 33, 39, 268435461, 268435468, 268435469, 268435480, 536870913, 536871251, 536871365, 536871376, 536871470, 536871938, 536875171, 536875358, 536875572, 536875624, 536875807, 536875819, 536876687, 536877501, 536877741]"
0,0,13210,"[5, 69, 510, 1120, 5379]","[56346, 136073, 148735]","[17379, 18225, 19817, 24765, 25646, 26145, 44076, 102584, 105049, 106987]","[1, 19, 21, 268435468, 268435487, 536870917, 536870981, 536871422, 536872032, 536876291]"
0,0,54678,"[117, 337, 1027, 1120, 1684, 1754, 2875, 4134, 4154]","[132335, 132336, 132337, 132338]","[9835, 13189, 18011, 20329, 25222, 25646, 36198, 55173, 55190, 56033]","[19, 43, 268435465, 268435487, 268435488, 536871029, 536871249, 536871939, 536872032, 536872596, 536872666, 536873787, 536875046, 536875066]"
0,0,3225,"[3, 23, 24, 72, 117, 453, 510, 574, 577, 617, 947, 970, 1033, 1045, 1143, 1148, 1158, 1198, 1293, 1507, 2177, 2452, 2489, 2657, 3741, 3794, 4004, 4134, 4330, 4334, 4336, 4408, 4446, 4452, 4528, 4541, 4586, 4619, 4711, 4781, 4840, 4902, 4910, 4927, 5108, 5116, 5211, 5215, 5286, 5338, 5655, 5730, 5788, 6128, 6304, 7469, 7473, 8901, 8930, 9278, 9279, 9280, 15075, 15076, 17604, 17718, 18662, 18663]","[54808, 108434, 108435, 157511, 166914]","[3019, 7350, 9243, 9552, 10776, 11646, 17379, 19249, 26574, 36198]","[1, 18, 21, 33, 38, 268435461, 268435468, 268435469, 268435487, 268435488, 536870915, 536870935, 536870936, 536870984, 536871029, 536871365, 536871422, 536871486, 536871489, 536871529, 536871859, 536871882, 536871945, 536871957, 536872055, 536872060, 536872070, 536872110, 536872205, 536872419, 536873089, 536873364, 536873401, 536873569, 536874653, 536874706, 536874916, 536875046, 536875242, 536875246, 536875248, 536875320, 536875358, 536875364, 536875440, 536875453, 536875498, 536875531, 536875623, 536875693, 536875752, 536875814, 536875822, 536875839, 536876020, 536876028, 536876123, 536876127, 536876198, 536876250, 536876567, 536876642, 536876700, 536877040, 536877216, 536878381, 536878385, 536879813, 536879842, 536880190, 536880191, 536880192, 536885987, 536885988, 536888516, 536888630, 536889574, 536889575]"
0,0,103168,0,"[171400, 171401, 171402]","[28010, 54775, 81249, 96217, 101608, 103303, 106987, 113109, 115278, 119171]","[1, 17, 268435468, 268435481]"
0,0,40477,"[296, 994, 1026, 1148, 1666, 2949, 3171, 3782]","[164041, 164042, 164043, 164044, 170011]","[7615, 17519, 19404, 29173, 29348, 31515, 35463, 36269, 36346, 55590]","[17, 268435469, 268435471, 268435472, 268435488, 536871208, 536871906, 536871938, 536872060, 536872578, 536873861, 536874083, 536874694]"
"[41825, 41826]",[41829],7346,"[64, 132, 227, 296, 301, 510, 637, 701, 758, 966, 1033, 1181, 1309, 1381, 1459, 1524, 1632, 1710, 1735, 2030, 2112, 2141, 2154, 2177, 2229, 2242, 2280, 2324, 2438, 2446, 2451, 2452, 2472, 2561, 3433, 4161, 4166, 4169, 4179, 4187, 4221, 4257, 4266, 4285, 4350, 4359, 4392, 4397, 4399, 4408, 4419, 4423, 4438, 4466, 4509, 4523, 4525, 4578, 4717, 4745, 4767, 4843, 4848, 4852, 4866, 4883, 4918, 4928, 4931, 4951, 5000, 5022, 5023, 5095, 5308, 5315, 5320, 5323, 5331, 5349, 5578, 5625, 5643, 5644, 5651, 5655, 5663, 5694, 5896, 5964, 5977, 6079, 6135, 6163, 6202, 6213, 6221, 6403, 6600, 6653, 6795, 6820, 6870, 7080, 7217, 7218, 7416, 7423, 7611, 7612, 7621, 8969, 9199, 9207, 9212, 9265, 9278, 9380, 9599, 9600, 9601, 9602, 9603, 9604, 9605, 9606, 9607, 9608, 9609, 9610, 12078, 12079, 12080, 12081, 12082, 12083, 12084, 12085, 12086, 12087, 12556, 14051, 14052, 14096, 14097, 15074, 15075, 15076]","[64163, 64164, 144235, 168708]","[359, 472, 1029, 1036, 1864, 1887, 1942, 3025, 11156, 19560]","[1, 17, 38, 268435468, 268435487, 536870976, 536871044, 536871139, 536871208, 536871213, 536871422, 536871549, 536871613, 536871670, 536871878, 536871945, 536872093, 536872221, 536872293, 536872371, 536872436, 536872544, 536872622, 536872647, 536872942, 536873024, 536873053, 536873066, 536873089, 536873141, 536873154, 536873192, 536873236, 536873350, 536873358, 536873363, 536873364, 536873384, 536873473, 536874345, 536875073, 536875078, 536875081, 536875091, 536875099, 536875133, 536875169, 536875178, 536875197, 536875262, 536875271, 536875304, 536875309, 536875311, 536875320, 536875331, 536875335, 536875350, 536875378, 536875421, 536875435, 536875437, 536875490, 536875629, 536875657, 536875679, 536875755, 536875760, 536875764, 536875778, 536875795, 536875830, 536875840, 536875843, 536875863, 536875912, 536875934, 536875935, 536876007, 536876220, 536876227, 536876232, 536876235, 536876243, 536876261, 536876490, 536876537, 536876555, 536876556, 536876563, 536876567, 536876575, 536876606, 536876808, 536876876, 536876889, 536876991, 536877047, 536877075, 536877114, 536877125, 536877133, 536877315, 536877512, 536877565, 536877707, 536877732, 536877782, 536877992, 536878129, 536878130, 536878328, 536878335, 536878523, 536878524, 536878533, 536879881, 536880111, 536880119, 536880124, 536880177, 536880190, 536880292, 536880511, 536880512, 536880513, 536880514, 536880515, 536880516, 536880517, 536880518, 536880519, 536880520, 536880521, 536880522, 536882990, 536882991, 536882992, 536882993, 536882994, 536882995, 536882996, 536882997, 536882998, 536882999, 536883468, 536884963, 536884964, 536885008, 536885009, 536885986, 536885987, 536885988]"
