,id,aggregated_rating,aggregated_rating_count,category,first_release_date,franchise,hypes,name,popularity,pulse_count,rating,rating_count,slug,storyline,summary,time_to_beat,total_rating,total_rating_count,url
103,102163,70.0,1.0,0,1551398400.0,,2.0,Dawn of Man,111.9990396502141,13.0,70.0210735093591,9.0,dawn-of-man,,"Command a settlement of ancient humans, guide them through the ages in their struggle for survival. Hunt, gather, craft tools, fight, research new techs and face the challenges the environment will throw at you.",,70.01053675467955,10.0,https://www.igdb.com/games/dawn-of-man
104,19809,,,0,1104451200.0,,,Artificial Girl 1,111.6592486879895,,,,artificial-girl-1,,"Also known as Virtual Girl, it is the first in the Artificial Girl series.",,,,https://www.igdb.com/games/artificial-girl-1
105,26226,91.3,13.0,0,1516838400.0,,2.0,Celeste,108.2089429878668,130.0,89.53699974958641,237.0,celeste,,A single-player platformer about climbing a mountain. Battle your inner demons and climb through more than 250 devious stages to reach the summit. It won't be easy.,26226.0,90.4184998747932,250.0,https://www.igdb.com/games/celeste
106,10776,,,0,1417564800.0,,4.0,Rising World,108.2089429878668,,80.0,0.0,rising-world,,"Rising World is an open-world sandbox game with randomly generated, fully destructible environments.

Starting with the most basic of tools, collect resources to survive in the wildness. Evolve your world to create one of the biggest cities of all time or a gigantic castle, or simply let your imagination run riot! If being creative is all too much, just connect with your friends and get them to help.

Rising World is a procedurally generated world, with fully textures landscapes, over 200 different building materials, loads of tools and many other items to help you create OR destroy your world without any restrictions.",,80.0,0.0,https://www.igdb.com/games/rising-world
107,119171,,,0,,43.0,18.0,Baldur's Gate III,107.0954676174737,70.0,,,baldurs-gate-iii,,"An ancient evil has returned to Baldur's Gate, intent on devouring it from the inside out. The fate of Faerun lies in your hands. Alone, you may resist. But together, you can overcome.",,,,https://www.igdb.com/games/baldurs-gate-iii
108,9938,,,0,1378944000.0,,,Aarklash: Legacy,106.64968834177,,72.6030455971504,6.0,aarklash-legacy,"Welcome to Aarklash, a land of chaos where incessant battles between the forces of Light, Destiny and Darkness have lasted since the beginning of time. At the heart of this conflict, a group of mercenaries, wrongly accused of crimes against the Lion of Alahan, is being hunted down. Convinced that they are in the right, and intent on fighting their enemies to the bitter end, they will set forth on an epic adventure where they will discover dark secrets. A path strewn with obstacles and many unfriendly characters awaits them. Go into battle and fight for your life! Your actions will determine the destiny of Aarklash…

Inspired by the Confrontation figurines universe, Aarklash: Legacy is a tactical adventure game. The player will find himself at the heart of the intrigue, controlling a group of 4 characters and leading them into battle across the lands of Alahan, Acheron, and the Behemoth. Final victory for the mercenaries is gained by the use of a wide range of powers which are enhanced through looting items and managed via skills trees which can be reset at will. Interaction between the heroes is also important and real bonds will be created between them as the game progress. Both fun and action await you in Aarklash: Legacy!",In Aarklash: Legacy take command of a mercenary squad in search of truth and guide it through countless battles.,9938.0,72.6030455971504,6.0,https://www.igdb.com/games/aarklash-legacy
109,46745,,,0,1313452800.0,,,Minecraft: Pocket Edition,106.42679870391821,4.0,70.293365099651,13.0,minecraft-pocket-edition,,"Minecraft is a sandbox video game originally created by Swedish programmer Markus ""Notch"" Persson and later developed and published by Mojang. The creative and building aspects of Minecraft enable players to build constructions out of textured cubes in a 3D procedurally generated world. Other activities in the game include exploration, resource gathering, crafting, and combat. Multiple gameplay modes are available, including survival mode where the player must acquire resources to build the world and maintain health, a creative mode where players have unlimited resources to build with and the ability to fly, an adventure mode where players play custom maps created by other players and a spectator mode. The PC version of the game is renowned for its third-party mods, which add various new items, characters, and quests to the game. 
 
The alpha version was publicly released for PC on May 17, 2009, and after gradual updates, the full version was released on November 18, 2011. A version for Android was released a month earlier on October 7, and an iOS version was released on November 17, 2011. The game was released on the Xbox 360 as an Xbox Live Arcade game on May 9, 2012; on the PlayStation 3 on December 17, 2013; on the PlayStation 4 on September 4, 2014; on the Xbox One the next day; on the PlayStation Vita on October 14, 2014; and is scheduled for release on the Wii U on December 17, 2015. On December 10, 2014, a Windows Phone version was released.[12] All versions of Minecraft receive periodic updates, with the console editions being co-developed by 4J Studios. 
 
Minecraft received five awards during the 2011 Game Developers Conference. Of the Game Developers Choice Awards, it won the Innovation Award, Best Downloadable Game Award, and Best Debut Game Award; from the Independent Games Festival, it won the Audience Award and the Seumas McNally Grand Prize. In 2012, Minecraft was awarded a Golden Joystick Award in the category Best Downloadable Game. As of June 2015, over 70 million copies had been sold, including 20 million between the Xbox 360 and Xbox One and 20 million on PC,[13] making it the best-selling PC game to date and the third best-selling video game of all time. On September 15, 2014, Microsoft announced a deal to buy Mojang and the ownership of the Minecraft intellectual property for US$2.5 billion; the acquisition was completed on November 6, 2014.[14][15][16][17]",,70.293365099651,13.0,https://www.igdb.com/games/minecraft-pocket-edition
110,55092,68.0,10.0,0,1518652800.0,,4.0,Secret of Mana,105.5352401525108,87.0,67.77366477548661,8.0,secret-of-mana--1,,"""The memorable adventure of Randi, Primm and Popoi is reborn as ""Secret of Mana""! 
Embark on an action-packed, worldwide adventure in this 3D remake.""",,67.8868323877433,18.0,https://www.igdb.com/games/secret-of-mana--1
111,7027,83.0,1.0,0,1069977600.0,,,Spellforce: The Order of Dawn,105.312350514659,,77.39521997771439,20.0,spellforce-the-order-of-dawn,,"In a world beyond imagination...

In their immeasurable greed and constant thirst for power, the thirteen most powerful Mages of all time doomed the land, hurling it into an endless spiral of chaos and despair. Entire countries were wiped out in the blink of an eye when the devastating power of the Elements was unleashed – Elements summoned by dark rituals. Continents shattered like glass, the pieces strewn about like leaves in the wind. Huge armies, bound by the the power of ancient runes, brought war and destruction to the lands that survived the initial onslaught. All that was left were a few islands, connected by magic portals. 

Now, only a few years after the end of the Convocation, evil is back – stronger and more powerful than ever before – to finish what was started. 

Yet there is still hope. The prophecies tell of a human. A human damned to immortality, bound forever by the power of the blood runes… 

Soon, the time will come when the power of one may change the destiny of many. For better or for worse... 


Summary of the most important features:

Innovative game design: The unique mixture of RTS and RPG elements offers a brand new game experience.
High degree of identification with the hero-avatar, whose skills and strengths can be improved by the player
Click’n’Fight: This revolutionary control system guarantees instant action, the best possible overview and completely new tactical possibilities in battle
6 races – Humans, Dwarves, Elves, Dark Elves, Orcs and Trolls – that can be used simultaneously (!) to build settlements and fight battles
More than 30 different enemy races, from cowardly goblins to powerful demons and dragons
A multitude of spells, divided into different categories of magic (white, black, elemental, etc.)
Persistant game world with continuous, gripping storyline and myriad sub-quests
Awe-inspiring 3D graphics with zoom levels from isometric to 1st-Person-views",,80.19760998885721,21.0,https://www.igdb.com/games/spellforce-the-order-of-dawn
112,13196,,,0,1577750400.0,,11.0,Tears of Avia,105.0794809196862,1.0,,,tears-of-avia,,"Tears of Avia is a turn-based tactical RPG. Play with up to 5 classes and hundreds of skills, finding the best synergy with your party and their skill loadout will mean the difference between success and failure. Run a balanced party or roll nothing but warriors, the choice is yours. With some skills being weapon bound rather than class bound, there are endless possibilities for you to experiment from.",,,,https://www.igdb.com/games/tears-of-avia
113,8422,58.3333333333333,3.0,0,1374019200.0,,,Breach & Clear,104.41087611720431,,80.0,4.0,breach-and-clear,,"Breach & Clear brings deep tactical strategy simulation to PC, Mac and Linux! Build your Special Operations team, plan and execute advanced missions, and own every angle. 
 
Choose your real-world squad -- US Army Rangers, Germany's KSK, Canada’s JTF2, UK SAS, and more -- and take on a variety of foes with different skill-sets and abilities. Learn to approach, engage, and dominate your opponents through superior tactics and training.",,69.16666666666666,7.0,https://www.igdb.com/games/breach-and-clear
114,2365,,,0,1122940800.0,,,Battle for Wesnoth,101.73645690727659,1.0,89.62378082779759,8.0,battle-for-wesnoth,,"The Battle for Wesnoth is a turn-based tactical strategy game with a high fantasy theme. 
 
Build up a great army, gradually turning raw recruits into hardened veterans. In later games, recall your toughest warriors and form a deadly host whom none can stand against! Choose units from a large pool of specialists, and hand-pick a force with the right strengths to fight well on different terrains against all manner of opposition. 
Wesnoth has many different sagas waiting to be played. Fight to regain the throne of Wesnoth, of which you are the legitimate heir... step into the boots of a young officer sent to guard a not-so-sleepy frontier outpost... lead a brutal quest to unite the orcish tribes... vanquish a horde of undead warriors unleashed by a foul necromancer, who also happens to have taken your brother hostage... guide a band of elvish survivors in an epic quest to find a new home... get revenge on the orcs by using the foul art of necromancy... 
There are at least two hundred unit types, sixteen races, six major factions, and hundreds of years of history. The world of Wesnoth is absolutely huge and only limited by your creativity — make your own custom units, create your own maps, and write your own scenarios or even full-blown campaigns. You can also challenge up to eight friends—or strangers—and fight in epic multiplayer fantasy battles.",,89.62378082779759,8.0,https://www.igdb.com/games/battle-for-wesnoth
115,33153,50.0,1.0,0,1525305600.0,,,Judgment: Apocalypse Survival Simulation,101.2032566859748,2.0,80.0,0.0,judgment-apocalypse-survival-simulation,,"The Apocalypse is here. Demons all around. Now, it’s time to fight back! 
Build, manage and defend your base in a post apocalyptic colony simulation. Will you survive Judgment day?",,65.0,1.0,https://www.igdb.com/games/judgment-apocalypse-survival-simulation
116,102057,84.28571428571429,8.0,0,1565049600.0,,9.0,Age of Wonders: Planetfall,100.40787645028809,76.0,80.0,3.0,age-of-wonders-planetfall,,"""Age of Wonders: Planetfall is the new strategy game from Triumph Studios, creators of the critically acclaimed Age of Wonders and Overlord series, bringing all the exciting tactical-turn based combat and in-depth 4X empire building of its predecessors to space in an all-new sci-fi setting. 
 
Emerge from the cosmic dark age of a fallen galactic empire to craft a new future for your people. Explore the planetary ruins and encounter other surviving factions that have each evolved in their own way, as you unravel the history of a shattered civilization. Fight, build, negotiate and technologically advance your way to utopia, in a deep single player campaign, on random maps and against friends in multiplayer.""",,82.14285714285717,11.0,https://www.igdb.com/games/age-of-wonders-planetfall
117,103303,,,0,1553731200.0,,10.0,The Elder Scrolls: Blades,100.1858888440668,133.0,42.226743701806,10.0,the-elder-scrolls-blades,,"Take the Elder Scrolls anywhere you go with The Elder Scrolls: Blades. Revealed during the 2018 Bethesda E3 Showcase, Blades is an all-new Elder Scrolls game from Bethesda Game Studios. Launching in winter 2019, Blades will be free-to-play on iPhone, iPad and Android devices.",,42.226743701806,10.0,https://www.igdb.com/games/the-elder-scrolls-blades
118,28751,,,0,1501200000.0,,2.0,Black Squad,99.95351076732479,,,,black-squad,"Mysterious cases are being reported all over the world… 
It appears that Viper Circle is the group behind these criminalities. 
 
According to the CIA’s report, Viper Circle is known as an international corporation operating legitimate 
businesses. However, there may be more that lies beneath the corporation’s façade. 
 
In truth, Viper Circle is a ruthless organization, attracting all criminal forces and activities around the world; 
utilizing them for profit. Currently, the force of their organization is so strong, 
that the CIA has deemed themselves incapable of handling the notorious group. 
 
Due to their inability to handle such extreme measures, members of the UN have banded together 
to form the Global Anti-Terrorist Taskforce formally known as, Peacemaker. 
 
Peacemaker’s mission is to stop Viper Circle, and be the leading force involved in saving the world from future threats. 
 
Tensions begin to boil, as both groups continue to overthrow each other.","Black Squad is Free to Play first-person-shooter military game, with Battleye support, dedicated servers, great shooting mechanics and amazing netcode. 
 
You can experience 10 different modes from classic to massive multi-play modes. And unlock new weapons and characters with currency given to the player after each match.",,,,https://www.igdb.com/games/black-squad
119,9243,76.0,2.0,0,1447718400.0,,,Life is Feudal: Your Own,97.28225968521927,1.0,71.1635282457879,5.0,life-is-feudal-your-own,,"Hardcore medieval multiplayer sandbox with terraforming, free preset and modular building construction, rich crafting (smelting, forging, farming, animal breeding etc.), survival, no target physics based combat, original combat formation system and numerous other features. Taking place in the fictional medieval world, game imposes a realistic system of global politics, economy, and socialization.",,73.58176412289396,7.0,https://www.igdb.com/games/life-is-feudal-your-own
120,7615,66.0,2.0,0,1443484800.0,458.0,5.0,Might & Magic Heroes VII,96.6104867549152,,62.951059376535,22.0,might-magic-heroes-vii,,"Our story takes place during a war of succession. The Empress’ murder has left a realm in flames with many hungry rivals ready to seize the throne by force. The Duke Ivan then calls together a prestigious council of six trusted advisors to restore order and end the conflict that set ablaze Ashan’s lands.

Might & Magic® Heroes VII makes a triumphant return bringing you the essence of turn based strategy gaming. Set in a fantasy universe with RPG progression with a strong story narrative, you will embark on a journey that you will never forget!",,64.4755296882675,24.0,https://www.igdb.com/games/might-magic-heroes-vii
121,13189,,,0,1444348800.0,,1.0,Masochisia,96.38761848742121,,52.081946707068994,7.0,masochisia,,A young man discovers through a series of hallucinations that he will grow up to become a violent psychopath. How will he respond to these revelations? Can he change his fate? Can you even... change fate...,,52.081946707068994,7.0,https://www.igdb.com/games/masochisia
122,106992,,,0,1548115200.0,,,A Fisherman's Tale,95.10392801813283,9.0,80.0,1.0,a-fishermans-tale,,"""Bend and twist reality in A Fisherman's Tale, the mind-bending VR puzzle adventure game in which being turned upside down and inside out is not merely a play on words. 
 
Playing as Bob, a tiny fisherman puppet, you live alone in your tiny cabin, oblivious to the world outside. When your radio broadcasts a storm alert, you have to get to the top of the lighthouse and turn on the light! But as you try to leave your cabin with the help of some uncanny sidekicks, you realize what's waiting outside is not at all what you expected...""",,80.0,1.0,https://www.igdb.com/games/a-fishermans-tale
123,24765,55.0,1.0,0,1478217600.0,,,Dead Age,94.82754061496338,4.0,80.0,2.0,dead-age,,"Survive the zombie apocalypse with a “Final Fantasy” turn-based combat and permanent death! Manage survivors, craft materials, and make difficult decisions. Defend your camp against hordes of the undead to prevail in this non-linear rogue-lite (comparable to FTL). Innovative Indie Survival-RPG!",,67.5,3.0,https://www.igdb.com/games/dead-age
124,36258,,,0,1430352000.0,,,Order of Battle: World War II,93.71319927749352,2.0,80.0,2.0,order-of-battle-world-war-ii,,Order of Battle: World War II is breath of fresh air for all strategy fans. It is a game that takes wargaming to a new level by upgrading every single game element and rebooting the genre for a new generation of players.,,80.0,2.0,https://www.igdb.com/games/order-of-battle-world-war-ii
125,36346,,,0,1411430400.0,,,TransOcean: The Shipping Company,93.36126268446371,,50.0,0.0,transocean-the-shipping-company,,TransOcean – The Shipping Company is your ticket to the world of gigantic ships and transnational transport empires. Build a mighty fleet of modern merchant ships and conquer the seven seas.,,50.0,0.0,https://www.igdb.com/games/transocean-the-shipping-company
126,78511,,,0,1609372800.0,1043.0,3.0,Forza Motorsport 8,93.26746274250557,4.0,,,forza-motorsport-8,,The 8th entry in the Forza Motorsport series.,,,,https://www.igdb.com/games/forza-motorsport-8
127,65827,,,0,1505433600.0,,,Bronze Age,93.14342951775507,,70.0,2.0,bronze-age,,"Two small classics from Clarus Victoria published in 2013, Stone Age and Bronze Age, are now available on Steam! Manage an ancient tribe in the African Savannah, build the first city in the Fertile Crescent, guide your people across prehistory and lead them to Victory!",,70.0,2.0,https://www.igdb.com/games/bronze-age
128,113114,88.7692307692308,17.0,0,1571961600.0,,59.0,The Outer Worlds,92.60680991270945,498.0,86.17498418064359,48.0,the-outer-worlds,,"In The Outer Worlds, you awake from hibernation on a colonist ship that was lost in transit to Halcyon, the furthest colony from Earth located at the edge of the galaxy, only to find yourself in the midst of a deep conspiracy threatening to destroy it. As you explore the furthest reaches of space and encounter various factions, all vying for power, the character you decide to become will determine how this player-driven story unfolds. In the corporate equation for the colony, you are the unplanned variable.",113114.0,87.47210747493719,65.0,https://www.igdb.com/games/the-outer-worlds
129,564,54.0,4.0,0,1259193600.0,,,Rogue Warrior,92.3847515192525,,60.781791151784795,14.0,rogue-warrior,,"Rogue Warrior is a character-driven, first-person-shooter, featuring Richard Demo Dick Marcinko´s explosive personality in an action-packed single player campaign, and intense multiplayer combat.",,57.3908955758924,18.0,https://www.igdb.com/games/rogue-warrior
130,9278,82.0,2.0,0,1410998400.0,,,Endless Legend,91.49319296784522,5.0,62.285008905706796,25.0,endless-legend,,"Another sunrise, another day of toil. Food must be grown, industries built, science and magic advanced, and wealth collected. Urgency drives these simple efforts, however, for your planet holds a history of unexplained apocalypse, and the winter you just survived was the worst on record. A fact that has also been true for the previous five.

As you discover the lost secrets of your world and the mysteries of the legends and ruins that exist as much in reality as in rumor, you will come to see that you are not alone. Other peoples also struggle to survive, to grow, and perhaps even to conquer.

You have a city, a loyal populace, and a few troops; your power and magic should be sufficient to keep them alive. But beyond that, nothing is certain… Where will you go, what will you find, and how will you react? Will your trail be one of roses, or of blood?",,72.1425044528534,27.0,https://www.igdb.com/games/endless-legend
131,22469,,,0,1266537600.0,,,Real Kanojo,89.22243251699955,1.0,,,real-kanojo,,An erotic dating sim by Illusion that supports webcam-based controls.,,,,https://www.igdb.com/games/real-kanojo
132,18011,,,0,1450051200.0,,,Rusty Lake Hotel,87.48117948651216,,60.3512679055374,22.0,rusty-lake-hotel,,"Welcome our guests to the Rusty Lake Hotel and make sure they will have a pleasant stay. There will be 5 dinners this week. Make sure every dinner is worth dying for. 
 
Rusty Lake Hotel is a mysterious point and click game developed by the creators of the intriguing Cube Escape series.",18011.0,60.3512679055374,22.0,https://www.igdb.com/games/rusty-lake-hotel
133,54842,,,0,,,101.0,Biomutant,86.81251057295665,104.0,,,biomutant,"""A plague is ruining the land and the Tree-of-Life is bleeding death from its roots. The Tribes stand divided, in need of someone strong enough to unite them or bring them all down…""","""Explore a world in turmoil and define its fate – will you be the hero and saviour or lead it to an even darker destiny? 
 
Biomutant’s unique design lets players change their character’s abilities and appearance with powerful mutations, bionic prosthetics and weapons. Grow claws, sprout wings, or attach a robotic leg – each choice will impact the way your hero plays in real-time combat that blends melee martial arts and firearms. 
 
Set in an imaginative post-apocalyptic universe, Biomutant is a kung fu fable filled with fantastic creatures to discover, dangerous factions to navigate, and colorful worlds to explore with mechs, paragliders, balloons, mounts, jet skis and more.",,,,https://www.igdb.com/games/biomutant
134,78550,66.5,2.0,0,1534723200.0,,2.0,Bad North,86.36595668264653,26.0,70.0870364860013,11.0,bad-north,Your home is under attack. The king is dead at the hands of viking invaders. The young Prince and Princess flee from their home and must gather whatever resources and loyal bannermen they can muster to survive the oncoming horde.,"""Bad North is a minimalistic real-time tactics roguelite game that combines a charming aesthetic and simple, accessible controls with a surprisingly deep combat simulation.""",,68.29351824300065,13.0,https://www.igdb.com/games/bad-north
135,19808,,,0,1101427200.0,,,Artificial Girl 2,85.73710184966129,,,,artificial-girl-2,,"Artificial Girl 2 is an eroge (hentai game) and is the sequel to Artificial Girl.

The gameplay involves being a guy and living a life with one or many girls (whose various characteristics are set by the player).",,,,https://www.igdb.com/games/artificial-girl-2
136,107318,76.0,3.0,0,1565654400.0,,1.0,Rebel Galaxy Outlaw,85.68994164771044,36.0,,,rebel-galaxy-outlaw,,"Crank the volume Chamber another round and burn like hell 
Out of cash, out of luck, out on the fringe. Juno Markev has a killer to tail, a debt to pay, and more trouble headed her way. In the Dodge Sector it’s hard to get by – and even harder to get even.",,76.0,3.0,https://www.igdb.com/games/rebel-galaxy-outlaw
137,103301,71.25,15.0,0,1564099200.0,1277.0,49.0,Wolfenstein: Youngblood,85.25228310799379,238.0,68.00430744765569,18.0,wolfenstein-youngblood,,"Wolfenstein: Youngblood is a brand-new co-op experience from MachineGames, the award-winning studio that developed the critically acclaimed Wolfenstein II: The New Colossus. 
 
Set in 1980, 19 years after BJ Blazkowicz ignited the second American Revolution, Wolfenstein: Youngblood introduces the next Blazkowicz generation to the fight against the Nazis. Play as one of BJ’s twin daughters, Jess and Soph, as you search for your missing father in Nazi-occupied Paris.",103301.0,69.62715372382785,33.0,https://www.igdb.com/games/wolfenstein-youngblood
138,99118,60.0,1.0,0,1538006400.0,,1.0,Dragalia Lost,85.25228310799379,180.0,90.0,3.0,dragalia-lost,,Dragalia Lost is a swipe-controlled action RPG about the bonds shared between humans and dragons. Conquer your enemies using an array of powerful attacks and special skills and even by transforming into a dragon yourself!,,75.0,4.0,https://www.igdb.com/games/dragalia-lost
139,22423,,,0,1288310400.0,,,Sexy Beach Zero,83.90699550775862,,,,sexy-beach-zero,,Sexy Beach Zero is the fourth game in the pornographic Sexy Beach franchise developed by Illusion Software.,,,,https://www.igdb.com/games/sexy-beach-zero
140,51945,,,0,1500595200.0,,,Ratty Catty,83.69205564303095,,82.37288135593221,14.0,ratty-catty,,"Ratty Catty is a Multiplayer / CO-OP hide & seek game, the game is about the adventures of domestic cat Catty and hazel mouse Ratty who eats the foods in the house, feeds its babies and lives in a little rat nest.[/b]",,82.37288135593221,14.0,https://www.igdb.com/games/ratty-catty
141,34155,,,0,1461024000.0,,,The Black Death,82.79265417028876,,50.0,1.0,the-black-death,,The Black Death is a dark multiplayer survival game set during a plague-ridden medieval era.,,50.0,1.0,https://www.igdb.com/games/the-black-death
142,3700,70.0,3.0,0,1190678400.0,,,The Settlers: Rise of an Empire,82.56978590279478,,79.8508390304537,4.0,the-settlers-rise-of-an-empire,"Your settlers have needs and lives of their own. If they have too little to eat, they will fall ill or feel threatened, and your town will come to a standstill. If they are well fed and happy, they will worship you. The seasons and extreme weather conditions will test your skills as a master builder. 
Have you enough food supplies to see your settlers through the harsh winter? Have you made sure that the woodcutters have not cut down all the trees in the forest, destroying the environment of the wild animals your hunters bring down for food? Other nations and settlements will try to loot your towns or even destroy them once they become rich and prosperous. Put your troops on your town walls to keep a lookout for enemies, or send them out to attack any foes trying to capture the last stone quarry from under your nose. 
In Campaign mode you can establish an empire with your knights and heroes that encompasses lands and continents. Choosing the right knights to master the diverse challenges of each mission is crucial. Will you go down in history as the greatest ruler of all times ? 
In Campaign mode you can establish an empire with your knights and heroes that encompasses lands and continents. Choosing the right knights to master the diverse challenges of each mission is crucial. Will you go down in history as the greatest ruler of all times ? 
In Freeplay mode you can settle maps at your own pace until the last territory is taken, all villages are connected to your town, and your subjects are all content.","In The Settlers - Rise of an Empire, players build lively, bustling towns in a medieval world. Everything in this richly detailed, realistic world is visible and lovingly animated. Each Settler figure has his or her own daily routine, with a range of different actions and behaviors that can be observed at all times. The ultimate objective of the game is to expand your empire and become a legendary ruler. 
Spur your settlers on to ever greater efforts, develop a flourishing economy, satisfy the needs of your citizens, and protect your people from danger!",,74.92541951522684,7.0,https://www.igdb.com/games/the-settlers-rise-of-an-empire
143,8773,90.0,4.0,0,1424822400.0,,2.0,Homeworld: Remastered Collection,81.90893854021627,7.0,95.3188987999562,34.0,homeworld-remastered-collection,,"Homeworld Remastered Collection updates and introduces the landmark space strategy games to modern audiences. The collection includes Homeworld and Homeworld 2, painstakingly remastered by Gearbox in cooperation with key members of the original development team and members of the series’ passionate fan community. As a free bonus, this collection also includes the original versions of Homeworld and Homeworld 2 with compatibility updates, preserving the purest form of the original releases. Anyone who purchases Homeworld Remastered Collection will also receive free access to the Homeworld Remastered Steam Multiplayer Beta when the collection releases on February 25, 2015. 
 
The Homeworld series has a long legacy and is regarded by many as one of the best strategy series of all time. Following its release in 1999 by publisher Sierra and developer Relic Entertainment, Homeworld received several Game of the Year awards and redefined the RTS genre. Its sequel, Homeworld 2, launched in 2003, and was similarly praised by critics for its innovative controls and changes to multiplayer. Brian Martel, Gearbox Software's Chief Creative Officer, has great love and respect for Relic's brilliant, fun and innovative franchise and personally spearheaded Gearbox Software’s acquisition of Homeworld from THQ in 2013.",,92.65944939997809,38.0,https://www.igdb.com/games/homeworld-remastered-collection
144,19561,75.0909090909091,14.0,0,1556236800.0,,131.0,Days Gone,81.4631592645126,673.0,79.57154765311279,42.0,days-gone,"Set in the beautiful, volcanic scarred high-desert of the Pacific Northwest, Days Gone is an open-world action-adventure game where you play as Deacon St. John, a Drifter and bounty hunter who would rather risk the dangers of the broken road than live in one of the “safe” wilderness encampments. The game takes place two years after a global pandemic has killed almost everyone, but transformed millions of others into what survivors call Freakers – mindless, feral creatures, more animal than human but very much alive and quickly evolving. In the demo you saw two types of Freaks – Newts, which were adolescents when infected, are opportunistic hunters, preferring to hit and run from the shadows; and a Horde. Made up of hundreds of individual Freakers, Hordes eat, move and attack together, almost as one. Some Hordes roam the highways at night, while others, like the one in the demo, have found a food source that keeps it in a single location. Skills learned in his prior life as an outlaw biker have given Deacon a slight edge in the seemingly never-ending fight to stay alive. But will it be enough?","Days Gone is an open-world action-adventure game set in a harsh wilderness two years after a devastating global pandemic. Play as Deacon St. John, a Drifter and bounty hunter who rides the broken road, fighting to survive while searching for a reason to live. 
 
At its core, Days Gone is about survivors and what makes them human: desperation, loss, madness, betrayal, friendship, brotherhood, regret, love – and hope. It’s about how even when confronted with such enormous tragedy they find a reason to live. Hope never dies.",19561.0,77.33122837201094,56.0,https://www.igdb.com/games/days-gone
145,105011,,,0,1530144000.0,,4.0,Dude Simulator 2,81.45544456532491,,40.0,0.0,dude-simulator-2,,Dude Simulator 2 is an open world sandbox game. This is a life simulator. The main objective is to enjoy what you are doing.,,40.0,0.0,https://www.igdb.com/games/dude-simulator-2
146,10297,85.0,2.0,0,1350950400.0,,,Fallen Enchantress,81.00970803033695,,,,fallen-enchantress,,"A World to Build… or Destroy. “A war is coming… a war between East and West - between Kingdoms and Empires, between man and Fallen. A future of blood and death, of chaos and destruction.” – the Oracle Ceresa.",,85.0,2.0,https://www.igdb.com/games/fallen-enchantress
147,22470,,,0,1277424000.0,,,SchoolMate 2,79.85560634852799,,,,schoolmate-2,,The sequel to Illusion soft Schoolmate series.,,,,https://www.igdb.com/games/schoolmate-2
148,34823,,,0,1452816000.0,,,Sol 0: Mars Colonization,79.44963015787913,,60.0,2.0,sol-0-mars-colonization,,"Sol 0 is a real time strategy game where you establish the first Martian colony. From the first human footprints on Martian soil to a thriving and self-sustaining colony, Sol 0 imagines a near future using technology that could be available within the next few decades. Make use of minerals and resources across the Martian surface to expand from the first exploratory rover to an independent frontier.",,60.0,2.0,https://www.igdb.com/games/sol-0-mars-colonization
149,119177,78.6666666666667,17.0,0,1571961600.0,726.0,20.0,Call Of Duty: Modern Warfare,79.23355299114603,1017.0,72.41407434452391,16.0,call-of-duty-modern-warfare,,"Prepare to go dark, Modern Warfare is back! 
 
The stakes have never been higher as players take on the role of lethal Tier One operators in a heart-racing saga that will affect the global balance of power. Call of Duty: Modern Warfare engulfs fans in an incredibly raw, gritty, provocative narrative that brings unrivaled intensity and shines a light on the changing nature of modern war. Developed by the studio that started it all, Infinity Ward delivers an epic reimagining of the iconic Modern Warfare series from the ground up. 
 
In the visceral and dramatic single-player story campaign, Call of Duty: Modern Warfare pushes boundaries and breaks rules the way only Modern Warfare can. Players will engage in breathtaking covert operations alongside a diverse cast of international special forces throughout iconic European cities and volatile expanses of the Middle East. 
 
And the story doesn’t end there. 
 
In Call of Duty: Modern Warfare, players will be thrust into an immersive narrative spanning the entire game. Players can experience the ultimate online playground with classic multiplayer or squad-up and play cooperatively in a collection of elite operations, accessible to all skill levels.",,75.54037050559529,33.0,https://www.igdb.com/games/call-of-duty-modern-warfare
150,119656,,,0,1560124800.0,,,Koikatsu Party,79.22676189038516,,80.0,0.0,koikatsu-party,,"Creating your own adorable anime character is a cinch! Use a robust suite of intuitive and precise tools to customize a character from the ground up, give her one of 30 different personality archetypes, and then get busy with a host of romantic options. Bring your dream waifu to laifu!",,80.0,0.0,https://www.igdb.com/games/koikatsu-party
151,19817,,,0,1577750400.0,,35.0,Scorn,78.55815708790323,10.0,,,scorn,,"Scorn is an atmospheric first person horror adventure game set in a nightmarish universe of odd forms and somber tapestry. It is designed around an idea of ""being thrown into the world"". Isolated and lost inside this dream-like world you will explore different interconnected regions in a non-linear fashion. The unsettling environment is a character itself. Every location contains its own theme (story), puzzles and characters that are integral in creating a cohesive lived in world. Throughout the game you will open up new areas, acquire different skill sets, weapons, various items and try to comprehend the sights presented to you.",,,,https://www.igdb.com/games/scorn
152,27266,,,0,1429142400.0,,,House of Caravan,78.11242055291528,,50.0,2.0,house-of-caravan,,"Taking place in a single mansion in Candlewood, northeast USA, in the early 20th Century, House of Caravan is a sinister adventure filled with dark secrets and vexing puzzles.",,50.0,2.0,https://www.igdb.com/games/house-of-caravan
